,data,label
59782,rất đẹp,1
143544,Đây không phải là một sản phẩm tốt.,0
31754,Không có hóa chất trong ống thử nghiệm lấy mẫu trước là vô dụng mà không có nó.,0
84799,sản phẩm tốt nhưng không có đèn nền bàn phím,0
113791,chất lượng hình ảnh thấp,0
87484,"Tôi đã đặt hàng một máy xay sinh tố 6 cối nhưng đã nhận được máy xay sinh tố 4 cối, không được đổi trả cũng như hoàn tiền mặc dù tôi đã yêu cầu trả hàng hai lần, cả hai lần đều bị hủy sau 7 ngày.",0
42474,tốt đẹp,1
165154,"không tốt chút nào, chỉ là",0
989,"Ưu điểm: chất lượng xây dựng trông tuyệt vời, tốc độ quạt và làm mát xuất sắc, nước kéo dài cả ngày với bình đầy, tiếng ồn chấp nhận được, luồng gió rộng và sắc nét, bánh xe đủ chắc chắn, giá trị đồng tiền chắc chắn rất được khuyên dùng. 
Nhược điểm: đóng gói có thể tốt hơn, thời gian giao hàng quá lâu, hơn 5 ngày, hành vi của nhân viên giao hàng thô lỗ, không biết chữ, như kẻ cướp, đã yêu cầu thêm tiền để giao hàng đúng thời gian.",0
139660,đã ngừng hoạt động sau 20 ngày,0
39150,"Cảm ơn, đây là sản phẩm tốt nhất, tôi yêu nó.",1
194062,sản phẩm tốt,1
77762,"1 chất lượng xây dựng tốt 2 thời gian phản hồi có phần kém 3 chỉ có 3 mức độ sáng và trong hộp họ đã nói 4 mức độ sáng 4 kiểu bàn phím màng chứ không phải cơ khí 5 tôi có thể khuyên dùng sản phẩm này cho chơi game bình thường thôi, không dành cho game thủ esports",1
72007,"Đã 15 ngày, nó rất đẹp và tươi mới.",1
55581,rất đẹp,1
203431,tốt,1
176961,sản phẩm tuyệt vời cho việc sử dụng hàng ngày,1
118031,chiếc đồng hồ này tốt nhưng cảm biến của nó không chính xác,1
183718,đóng gói đẹp,1
22139,quạt tốt và cảm thấy thoải mái hơn,1
24426,"Nó không hoạt động, tôi muốn thay thế đơn hàng.",0
124076,"sản phẩm rất tệ, không có chất lượng âm thanh tốt và luôn bị ngắt kết nối với bluetooth",0
196652,"nó là sản phẩm lãng phí, nó cần internet để tiếp tục ghi lại, ứng dụng rất tệ, đừng mua qubo 360.",0
4920,"Âm thanh phẳng, không có âm bass, không hài lòng với sản phẩm này.",0
199490,giá trị cho tiền bạc,1
127798,sản xuất nhiều nhiệt cảm giác như nó sẽ tan chảy hoặc bùng cháy,0
126056,Sản phẩm thì tạm ổn nhưng tôi khuyên nếu bạn đang tìm để xem youtube và chiếu từ di động thì đừng mua vì nó không hoạt động online.,0
13039,máy tệ nhất không hoạt động tốt,0
124339,sản phẩm tốt rất đẹp giá trị,1
171756,tuyệt vời,1
86150,sản phẩm rất tệ không xay đúng cách tạo ra tiếng kêu lớn,0
117219,"Nó không hoạt động trên điện thoại của tôi và các tính năng xây dựng cũng không tốt trong đồng hồ so với đồng hồ khác, nó tốt nhất cho trẻ em chứ không phải cho nam giới, thiết kế của nó cũng không đẹp. Tôi cũng đang mất tính năng từ công ty thuyền.",0
5870,"không đạt yêu cầu, trông tuyệt vời nhưng chất lượng âm thanh không tốt",0
187938,sản phẩm tồi,0
107158,"Sản phẩm tồi, đừng mua, lãng phí tiền.",0
95592,Sản phẩm đẹp nhưng camera kém.,0
106900,Thời gian pin kém nhưng sản phẩm tổng thể đẹp.,0
57208,tốt,1
76540,không thoải mái,0
51771,sản phẩm tồi tệ nhất,0
55922,Màu sắc không giống nhưng chất lượng thì tuyệt vời từ Assam.,1
181464,sản phẩm tốt,1
203740,siêu cảm ơn flipkart,1
56123,vải và thiết kế tuyệt vời,1
32992,không hoạt động,0
35909,rất tệ,0
149886,tệ nhất,0
142837,sản phẩm tồi tệ,0
68302,sản phẩm tuyệt vời,1
126577,sản phẩm kém,0
148300,tốt,1
203175,tuyệt vời,1
143046,sản phẩm thật tuyệt vời,1
61478,Nó ổn.,1
25805,"không thân thiện với người dùng, tôi cũng có Alexa và nó tốt hơn nhiều so với cái này về mặt phản hồi",1
160730,"không được khuyến nghị, bóng bay foil bị thiếu và chất lượng bóng bay cũng không tốt",0
101784,món đồ rất tồi tệ,0
185566,thấp,0
57994,"không quá tốt, đừng lãng phí tiền",0
170446,sản phẩm rất tốt,1
177085,tốt,1
37557,bữa tối,1
160628,tốt,1
169165,sản phẩm tệ,0
63334,dịch vụ tốt và sản phẩm tốt,1
36606,tốt cho trẻ em,1
115075,"Tất cả đều ổn nhưng người lắp đặt không tốt. Tôi đề xuất công ty mi hãy cho tôi giá đỡ tivi miễn phí, không nên tính phí 500 rs. Tại sao sau khi mua đèn led 24000 rs, lại phải mua giá đỡ tivi 500 rs? Công ty mi nói là mua đèn led thì miễn phí lắp đặt, nhưng khi lắp đặt, người của công ty thu 500 rs. Tại sao lại là sự lừa đảo này?",1
153205,"Sản phẩm này có chất lượng rất tốt, nhưng màu xanh lá cây thì quá tối, nên nên hơi nhạt một chút. Tuy nhiên, nó vẫn là tốt nhất. Cảm ơn Shopsy.",1
90958,"sạc của tôi đột nhiên ngừng hoạt động sau 10 ngày, tôi thậm chí không thể trả lại vì nó vừa qua chính sách trả hàng 7 ngày. Vấn đề là ở bộ chuyển đổi, tôi đã kiểm tra cổng usb ở sạc khác và cổng usb hoàn toàn hoạt động tốt nhưng bộ chuyển đổi thì không hoạt động. Sạc tồi nhất, đừng mua cái này.",0
159356,"thiếu hàng, lắp ráp không đúng cách",0
156457,không tốt,0
199380,tuyệt vời,1
40144,tuyệt vời,1
187991,tốt đẹp,1
140020,váy rất đẹp,1
9219,"hỗ trợ khách hàng tồi tệ, chỉ cần đừng mua sản phẩm này",0
87458,sản phẩm lãng phí không xứng đáng,0
32599,Chất lượng âm thanh không tốt như mong đợi nhưng giá cả thì hợp lý.,0
163486,lãng phí tiền rất chất lượng thấp và thiết kế cũng khác biệt,0
33536,"Sản phẩm tuyệt vời, đáng kinh ngạc, nhất định phải mua sản phẩm này.",1
84847,rất tốt,1
168434,phải mua sản phẩm này đặc biệt với mức giá này không có gì phải nghi ngờ hãy mua nó để có được vẻ ngoài sang trọng thật sự thích nó,1
203349,"quá tuyệt, tôi rất thích nó",1
131463,giao hàng nhanh và lắp đặt trong vòng 2 ngày kể từ khi đặt hàng sản phẩm hoạt động tốt,1
138898,sản phẩm rất tệ đừng mua cái này,0
130511,thiết kế và chất lượng tốt nhất,1
136594,"sản phẩm xuất sắc, giao hàng kịp thời, khuyên dùng cho khách hàng tiềm năng",1
100880,tuyệt vời,1
76029,đừng mua,0
195251,không tốt chút nào,0
11970,chất lượng tồi tệ không làm sạch dụng cụ như mong đợi,0
191953,chất lượng tồi tệ nhất,0
139985,Áo đầm của tôi rất đẹp.,1
137238,"Tôi 100% hài lòng, tôi là bệnh nhân hen suyễn.",1
105765,tốt đẹp,1
149172,rất đẹp,1
112705,tệ,0
148415,nó đẹp,1
2908,"Wow, siêu tuyệt vời, âm thanh siêu hay, sạc siêu nhanh 90 phút sạc 48 giờ, rất đẹp.",1
70611,cánh tay đẹp và đôi chân khỏe mạnh,1
130559,"Chất lượng xây dựng không tốt như mong đợi, độ bền của nhựa hơi thấp.",0
2055,"Tôi đã sử dụng nó hơn 10 ngày và chỉ sạc nó hai lần đến giờ, pin tuyệt vời. Tôi là một người yêu thích phim và tai nghe này nằm quanh đầu tôi cả ngày. Đây là một lựa chọn rất tốt cho trải nghiệm âm nhạc ảo, nhưng với việc sử dụng kéo dài hàng giờ, bạn có thể cảm thấy một chút đau ở tai vì nó che phủ toàn bộ tai của bạn. Apart từ đó, sản phẩm rất tốt, giá trị cho tiền, kết nối bluetooth nhanh, tổng thể là sản phẩm xuất sắc.",1
43287,tốt,1
124239,rất tốt,1
100168,không đạt yêu cầu,0
55662,chất lượng rất kém,0
94891,chất lượng tốt,1
127682,sản phẩm vô dụng không có hiệu suất ngoài tiếng ồn,0
119482,"Bass và treble nên nhiều hơn và như đã đề cập có 7 chế độ, nhưng equaliser thì ít, chỉ có 3 chế độ được cung cấp.",0
100561,không tốt,0
104723,làm việc rất tồi tệ,0
62086,nó rất tốt,1
117125,tốt nhất,1
51954,cái túi thì nhỏ nhưng ngoài ra đây là món quà cho những ai yêu thích con trai,1
115616,"mirror cast không hoạt động, xin đừng mua.",0
183736,sản phẩm tồi lãng phí tiền bạc,0
126350,sản phẩm rất tồi,0
182412,sản phẩm rất tốt và thân thiện với ngân sách,1
75218,Sản phẩm tốt,1
46482,"Nó tốt, xứng đáng với giá tiền.",1
81571,sản phẩm tệ,0
56815,cái vừa không tốt,0
50605,tốt,1
56219,"áo thun siêu đẹp, nice meshow đang hoạt động",1
105189,"chất lượng xây dựng xuất sắc, cái mới là đèn LED bên trong, đáng giá.",1
140322,kích thước rất nhỏ và vải quá kém chất lượng,0
194636,Tôi thích nó.,1
161297,sản phẩm tốt,1
124589,"không ấn tượng, có sản phẩm tốt hơn trong mức giá này, cài đặt cho bass và các cài đặt khác cũng nên được cung cấp.",0
99048,thật sự quá tốt,1
179969,"tuyệt vời cho trẻ em, sản phẩm tốt",1
84366,tốt ở mọi khía cạnh chỉ cần đi thôi nhưng bao bì của flipkart rất rẻ tiền,1
95732,"Mua cho bố tôi, tôi nghĩ nó sẽ hoàn hảo cho người không chơi game nhưng tôi đã sai, nó lag và chất lượng camera kém, nó có 4GB RAM và đang gặp vấn đề trong vài tháng sử dụng, thật đáng kinh ngạc, nó tệ hơn cả cái xiomi 3GB 4 năm tuổi của tôi.",0
27379,tốt,1
16805,"Sử dụng mỗi ngày một lần trong một tuần qua, nó làm việc tốt. Tôi sẽ chỉnh sửa đánh giá nếu có bất kỳ thay đổi nào.",1
139622,trông đẹp mắt,1
130799,"Máy nước nóng của tôi ngừng hoạt động chỉ sau 2 ngày lắp đặt, sau đó được kỹ thuật viên của Bajaj sửa chữa mà tôi không cần phải trả thêm phí do bảo hành, tuy nhiên đó là một trải nghiệm tồi tệ.",0
182256,hạt giống đẹp,1
106959,rác thải,0
133218,"thật sự rất rất thất vọng và không hài lòng với sản phẩm, sản phẩm mới được mua và lắp đặt vào ngày 10 tháng 8 năm 21 nhưng chỉ sau 14 ngày thì kent ro này không hoạt động, nói gì đi nữa khi mà một sản phẩm mới lại hỏng chỉ sau 2 tuần, kent ro không đạt yêu cầu, đừng đặt sản phẩm này từ trực tuyến, nhận sản phẩm bị lỗi, trải nghiệm tồi tệ nhất mà tôi từng cảm thấy, kent ro hãy có trách nhiệm với điều này, đừng bao giờ chọn sản phẩm này, hãy chọn thương hiệu eureka forbes.",0
66237,lãng phí,0
54260,Vải đẹp 100% cotton nhưng không giống như hình ảnh.,0
116216,xuất sắc,1
41659,"chất lượng rác, chúng có lỗ và không được may đúng cách",0
55172,Đồ vật không tốt.,0
65155,tuyệt vời,1
97364,sản phẩm rất tốt tạo ra paneer tikka tuyệt vời rất tốt cho pizza và nướng bánh luôn sử dụng găng tay vi sóng khi sử dụng sản phẩm này để xa tầm tay của trẻ em rất hài lòng với sản phẩm,1
18610,Ban đầu sản phẩm hoạt động tốt nhưng sau đó thì không còn hoạt động. Tôi đã khiếu nại về vấn đề này cách đây hai tháng nhưng vẫn chưa được giải quyết. Khuyên không nên mua sản phẩm này.,0
77819,sản phẩm tuyệt vời,1
128874,máy móc đẹp,1
134108,máy lọc nước tiết kiệm tiền,1
124950,sản phẩm tệ nhất,0
20140,đúng giờ,1
42657,chất lượng rất kém,0
182187,"không hài lòng, hạt rất ít, không biết liệu nó có nẩy mầm hay không, đừng mua nó.",0
10150,không tốt không xấu,0
159998,lãng phí tiền bạc,0
95643,tốt,1
77728,"Tính đến thời điểm hiện tại, tôi sở hữu nhiều sản phẩm từ Cosmic Byte, họ làm ra một số công nghệ tuyệt vời với mức giá này. Không, nó không thể so sánh với thiết bị cao cấp, nhưng nó hoạt động và hoạt động tốt. Nếu bạn đang tìm cách để bắt đầu với bàn phím cơ, đây là một điểm khởi đầu tuyệt vời. Tôi cũng rất ấn tượng với mức giá rẻ của nó.",1
75751,rất tệ,0
30660,"sản phẩm tồi tệ, chai rất mỏng và nhỏ, nó bị rò rỉ trong vòng một tháng, lãng phí tiền.",0
130148,không hoạt động sau 4 tháng giao hàng lãng phí tiền bạc,0
155163,rất tệ và sản phẩm tồi tệ đừng mua sản phẩm này,0
62036,dây thắt lưng tốt,1
179056,chất lượng không tốt,0
105927,made in china đồ chơi rẻ tiền của Trung Quốc,0
7877,sản phẩm tốt nhưng hơi ồn và chi phí lắp đặt quá cao,1
21250,không đạt tiêu chuẩn,0
22105,không tốt,0
67530,chất lượng rất thấp,0
42803,không thích,0
102029,chất lượng kém,0
95156,rất tốt,1
202306,tuyệt vời,1
29284,tuyệt vời,1
182794,không phải ghế nhưng là hạt không để trồng,0
133992,"Đừng mua sản phẩm này, dịch vụ cũng rất rất tệ.",0
2582,một món hời tuyệt vời cho giá cả hãy chờ đợi bất kỳ đợt giảm giá lớn nào để mua nó với giá tốt nhất nói về chất lượng âm thanh nó vượt quá mong đợi và hoàn toàn xứng đáng với nó chất lượng xây dựng có thể tốt hơn,1
115751,"Cài đặt chưa được thực hiện và hỗ trợ khách hàng rất kém, rất tệ.",0
167248,"sản phẩm đúng nhưng chất lượng không tốt lắm, các bạn mua nhớ rằng bạn sẽ nhận được những thứ có chất lượng thấp như mạch thử thì mỏng và dây hàn không tốt, nếu tôi sử dụng nó để hàn thì nó không dính khi hàn.",0
68485,chất lượng rất kém,0
32925,tốt,1
163724,"Màu sắc đã phai sau một lần giặt, màu sắc quá kém không bền.",0
125870,sản phẩm rất tốt,1
178425,Sản phẩm đẹp,1
151493,tốt,1
126614,"sản phẩm tốt sau khi sử dụng 5 ngày, chất lượng hình ảnh tốt",1
190394,tốt,1
12893,"Việc dư bột giặt xảy ra sau khi giặt, hơn nữa lớp dầu nhẹ cũng không được loại bỏ hiệu quả sau khi giặt.",0
159373,sản phẩm đẹp,1
48803,không thích,0
189559,sản phẩm tốt mãi mãi,1
65230,không tốt,0
51045,chất lượng kém,0
180135,tốt trong khoảng giá này,1
49672,sản phẩm tuyệt vời phải không,1
8279,tuyệt vời,1
159694,sản phẩm tốt,1
3210,siêu,1
121778,"Sản phẩm ấn tượng nhất, tốt nhất trên thị trường.",1
162208,chất lượng rất kém tệ nhất xin đừng mua,0
80858,sản phẩm rất tốt và giá cả xuất sắc,1
185551,ok màu gỗ này trắng hơn tốt hơn,1
45912,chất lượng không tốt,0
107214,chất lượng kém,0
148370,tuyệt vời,1
120282,sản phẩm rất tốt,1
10522,siêu,1
162079,Nó giống như thảm cotton.,1
168215,tốt,1
84117,"Sản phẩm có vẻ ngoài hấp dẫn, các tính năng cũng đáng khen.",1
142223,"Sản phẩm rất tệ. Tôi muốn trả lại nhưng có rất nhiều thủ tục phiền phức để trả lại. Tôi chỉ ném nó đi. Tôi đã mất tiền khi mua sản phẩm này. Ngoài ra, tay tôi bị cắt khi tôi đang cố gắng lắp đặt nó.",0
144891,tuyệt vời,1
144089,"Chất lượng khâu bao rất kém và khóa kéo bao bị gỡ ra ngay khi sử dụng một lần. Nó có thể tốt hơn nhiều, giá thì rất cao.",0
160244,"Đây là sản phẩm tốt nhất, tôi rất vui khi có nó, thật tuyệt vời. Những chiếc bóng bay và biểu ngữ rất đẹp. Tôi rất vui và bạn cũng có thể mua cái này cho sinh nhật, chúng thật tuyệt vời. Tôi đã đặt hàng này cho sinh nhật của mẹ tôi và trời ơi, bà ấy cũng thích nó!",1
109336,"Kiểm tra tốc độ trên gói cáp quang excitel 100mbps đạt tốc độ tối đa trên băng tần 5ghz với phạm vi tốt hơn, rất hài lòng.",1
22186,quá nhiều tiếng ồn,0
17180,"sau khi luộc 1 lần, thép của nó đã lòi ra và có quá nhiều vết bẩn xấu.",0
200671,không tệ nhưng cây nhỏ,0
202858,"Cảm ơn bạn rất nhiều, Flipkart, chất lượng siêu tuyệt, nhất định phải mua món hàng này, đóng gói thật tuyệt vời.",1
102632,"sau 25 ngày sử dụng, đầu ra màu vàng của nó không hoạt động, nó in ra màu sắc không đúng.",0
144166,Tôi rất vui vì sản phẩm này rất tốt.,1
55452,không mong đợi,0
153090,rất tệ,0
62119,"Kích thước của những chiếc túi này rất nhỏ, chất lượng không tốt, sản phẩm rất tệ.",1
85521,"sản phẩm tệ nhất không đáng giá 1k, lọ rất kém chất lượng, đừng lãng phí tiền vào việc mua sản phẩm này.",0
123982,âm thanh thấp nhất,0
99471,Nó ngừng hoạt động chỉ sau 4 tháng.,0
146176,Chăn ấm và dễ chịu.,1
19882,sản phẩm rất mạnh mẽ và đẹp gần 181 tb có sẵn để sử dụng đóng gói đẹp bởi flipkart và được giao an toàn bởi ekart,1
121753,thật tuyệt vời,1
160641,rất tốt,1
182644,hy vọng điều tốt nhất,1
105015,sản phẩm tốt và thiết kế đẹp nhìn tuyệt vời,1
61943,"Chiều rộng của dây đai thì quá ngắn, không giống như trong hình.",0
190816,giá trị cho đồng tiền,1
193850,Sản phẩm đẹp.,1
111217,giá tốt nhất so với những cái khác cho cùng một mẫu máy dễ thương dễ sử dụng,1
93438,"Sử dụng bộ sạc này cho iPhone 11, sạc đầy 80% trong 40 đến 45 phút nhưng điện thoại nóng nhiều trong khi sạc, không thì là sản phẩm tuyệt vời.",1
11075,chất lượng kém,0
127938,"sản phẩm tệ nhất, bạn không thể nhận lại tiền, đừng mua.",0
179899,nó không tốt,0
102127,tốt,1
132109,"Tôi đã sử dụng nó từ mùa đông này, nó hoạt động tốt, không có vấn đề gì cho đến nay.",0
52790,rất tốt cảm thấy thoải mái,1
170572,nó bị cháy sau 4 tháng sử dụng,0
73221,Nó thật tuyệt vời.,1
122822,"Đừng mua sản phẩm này, nó là sản phẩm bán ven đường, tệ nhất và tệ nhất mà tôi từng thấy.",0
135957,"Sản phẩm này thật sự rất tốt, tôi hài lòng với giá trị sản phẩm. Xin hãy mua sản phẩm này mọi người, nó là sản phẩm tuyệt vời.",1
69450,"Sản phẩm đẹp, nhìn nice chỉ có vấn đề là công ty nên cung cấp thêm chắn bùn.",1
121828,"Khi tôi nhận được chiếc realme pad x 5g này, tôi không thể kết nối qua mira cast hoặc chia sẻ màn hình, nhưng sau bản cập nhật đầu tiên và bản cập nhật thứ hai từ realme, tất cả đã hoạt động tốt. Android 12 hai khe cắm sim 5g, trong đó một khe có thể dùng cho thẻ nhớ micro sd như bộ nhớ thứ hai. Theo ý kiến của tôi, ở mức giá này, tất cả các chức năng được cung cấp cho người dùng khi so với các máy tính bảng khác là đủ để phục vụ mục đích. Điều duy nhất là tần số làm tươi có thể được tăng lên ít nhất 120hrtz, nhưng nó không quan trọng lắm.",1
138414,bìa rất tốt,1
177323,đã ngừng hoạt động sau 5 ngày mua hàng,0
185427,Nó rất đẹp.,1
157469,sản phẩm tệ nhất,0
3263,đây là sản phẩm tuyệt vời không cần từ ngữ để mô tả chất lượng âm thanh ở cấp độ tiếp theo đáng kinh ngạc giá trị tuyệt vời cho tiền bạc,1
74817,sản phẩm rất tệ ai cũng đừng mua sản phẩm này,0
195082,Tôi không hài lòng với cái bàn học bằng gỗ này.,0
98852,làm việc rất tốt,1
112536,súp,1
58970,Đồng hồ đẹp,1
144696,chăn chất lượng thấp,0
23096,sản phẩm tốt,1
142889,tuyệt vời,1
46668,"Giá trị cho tiền, sản phẩm đẹp và đóng gói tốt.",1
154373,thiết kế đẹp nhưng vải không tốt,0
54958,chất lượng không như mong đợi,0
137689,sản phẩm rất tốt,1
2203,"Âm bass rất tuyệt và đệm tai thì thoải mái. Tôi đã mua cái này để chơi game và nó hoàn hảo cho mục đích này. Nó có thiết kế năng động và nhẹ, mang lại sự thoải mái. Nếu bạn đang nghĩ đến việc mua tai nghe Bluetooth, tôi sẽ giới thiệu cái này cho bạn.",1
179717,Tốt và đẹp.,1
84164,sản phẩm tệ,0
98262,tuyệt vời,1
114794,"Âm thanh trên HDMI rất kém. Đây là chiếc TV tệ nhất mà tôi từng mua. Xin đừng mua TV Mi, nó quá phức tạp và không thân thiện với người dùng. Một người dùng mới sẽ thấy laptop dễ sử dụng và hiểu hơn nhiều so với cái TV này. Ngay cả kỹ thuật viên đến sửa chữa cũng nói rằng ông ấy không thể làm gì, thương hiệu TV này không có chất lượng âm thanh tốt, cần phải tăng âm lượng lên đến 70 để nghe rõ tiếng. Không có gì ngạc nhiên khi họ bán những chiếc TV này với giá rẻ như vậy. Tôi đã phạm một sai lầm lớn. Định dạng AC3 không phát trên TV này, bạn không thể thay đổi âm thanh.",0
1537,"trong vòng một năm, tốc độ giảm xuống",0
66846,không tốt,0
160813,"tuyệt vời, mùi thơm dễ chịu",1
20785,"Quạt phát ra nhiều tiếng ồn gió và cũng cung cấp ít không khí. Thiết kế quạt bị lỗi. Chất lượng quạt thì tốt. Muốn hủy đơn hàng nhưng Atomberg không cung cấp chế độ trả hàng hoàn tiền. Muốn chuyển sang quạt khác từ Usha, Crompton, Orient, v.v.",0
179953,"không có hỗ trợ lưng cho trẻ em, trẻ em ngã khi ngồi trên sofa này",1
77532,không thoải mái,0
107406,"Đây là một sản phẩm tuyệt vời với chất lượng tốt, tôi rất thích nó.",1
143835,chất lượng rất thấp với mức giá này,0
18135,"Đừng mua cái này, sản phẩm tệ nhất.",0
81401,tác dụng phụ nên đừng sử dụng,0
165005,"Được rồi, sản phẩm chất lượng.",1
177385,ít nước ép nhiều thịt xay trải nghiệm tệ hại,0
191840,tệ nhất đừng mua,0
88312,"Nắp nhảy mở khi đang hoạt động, sản phẩm rủi ro không được khuyến nghị.",0
186673,tuyệt vời,1
53906,rất tốt,1
109231,"Bộ định tuyến thật sự tuyệt vời, ứng dụng được sử dụng để cấu hình qua điện thoại di động chỉ dành cho các cấu hình rất cơ bản, nếu chúng ta muốn cấu hình cá nhân thì chỉ cần sử dụng địa chỉ gateway. Dải tần 2.4GHz thật sự rất tốt, nhưng dải tần 5GHz thì ít hơn. Nhiều người bị cám dỗ để mua cái này vì nó là bộ định tuyến MU-MIMO, nhưng điều đó chỉ hoạt động ở chế độ 5GHz. Mua cái này hoàn toàn vì nhà tôi có 3 tầng với 2 bộ định tuyến, một ở tầng trên cùng và cái còn lại ở tầng trệt, và bất kỳ khi nào...",1
193477,"sản phẩm rất đẹp, cảm ơn flipkart vì đã cung cấp cho chúng tôi dịch vụ giá cả phải chăng như vậy.",1
115473,tốt,1
110518,sản phẩm tệ,0
78205,tất cả đều tốt,1
169634,"rất tồi tệ, lãng phí tiền bạc",0
26680,sản phẩm rất tốt và hoạt động tốt,1
42406,tuyệt vời cảm ơn flipkart,1
190734,sản phẩm rất đẹp,1
159778,Bóng bay tên rất tệ.,0
102377,lãng phí tiền không nhận được bản in rõ ràng bình thường hoàn toàn lãng phí tiền,0
21518,"chất lượng sản phẩm rất kém, tốc độ giảm dần theo từng ngày",0
100827,ngầu,1
137654,Sản phẩm tốt nhưng không kết nối được với điện thoại của tôi.,1
16027,Kích thước nồi cơm điện rất so với các công ty khác và thân nồi cũng nóng lên nhiều.,0
112539,thiết kế này không phù hợp,0
196758,"sản phẩm ổn nhất, tôi hài lòng",1
200284,sản phẩm hư hỏng gây thiệt hại,0
49897,chất lượng tốt và trông thông minh,1
67225,Nó rất tệ.,0
18453,kim loại không tốt,0
133957,"tuyệt vời, mình thích nó",1
9278,Sản phẩm đẹp và dịch vụ tốt.,1
148446,rất tệ,0
60735,chất lượng tốt,1
147102,cảm ơn vì,1
198875,sản phẩm tốt,1
107006,chất lượng sản phẩm rất tồi tệ và chúng tôi không thể điều khiển nó bằng remote đây là sự lãng phí tiền bạc,0
113537,"Wifi không kết nối, có vấn đề gì không?",0
59103,"đồng hồ đẹp, tôi yêu nó",1
162254,chất lượng kém,0
190031,tốt,1
