,data,label
173891,"Tôi gặp vấn đề với thời gian sạc và hiển thị thời gian dự trữ, nó bị kẹt ở 959 giờ không còn đọc nữa, tôi không biết tại sao lại là vấn đề này với tất cả các luminous zelio 1100. Điều thứ hai là nó phát ra tiếng ồn lớn trong khi sạc.",0
157651,không xứng đáng với tiền bạc,0
36239,"thật sự chất lượng tuyệt vời, con trai tôi rất hạnh phúc, cảm ơn rất nhiều flipkart",1
48611,chất lượng tuyệt vời,1
30660,"sản phẩm tồi tệ, chai rất mỏng và nhỏ, nó bị rò rỉ trong vòng một tháng, lãng phí tiền.",0
148897,sản phẩm rất tệ,0
51724,tốt,1
126781,"Tôi có trải nghiệm tốt với sản phẩm này và cũng có kinh nghiệm làm việc tốt với sản phẩm này, dịch vụ được kỳ vọng tương xứng với chi phí.",1
182944,không hài lòng,0
16674,"Ấm trà nói chung là rất tốt và trông chắc chắn, nhưng thép không gỉ ở phía trên bị vặn vào trong có các cạnh rất sắc bén, tôi đã bị cắt vào da ngón tay khi lau chùi, thật là một trải nghiệm kinh khủng.",0
178617,chất lượng rất kém,0
89415,"Chỉ là một sản phẩm tuyệt vời, nó đã sạc iPhone 13 của tôi từ 30 lên 90 chỉ trong 50 phút.",0
98537,"Nó rất tốt, cảm ơn Flipkart.",1
27065,chất lượng kém,0
200035,Kích thước quá nhỏ.,0
156238,nó rất nhẹ,0
1423,sản phẩm gốc,1
67786,tốt,1
44588,"Sản phẩm tuyệt vời, cảm ơn Flipkart.",1
42786,"chất lượng không tốt, mong đợi chất lượng tốt hơn",0
75125,tốt đẹp,1
34594,"lãng phí tiền bạc các bạn ạ, nó có mùi rất khó chịu",0
80223,tuyệt vời,1
105913,tuyệt vời,1
289,"Đây là sản phẩm chất lượng rất kém, đừng mua nó.",0
47825,rất tốt,1
182368,"không nảy mầm, chất lượng bé đến giường",0
30243,sản phẩm rất tồi không hoạt động sau 11 ngày,0
101010,"sản phẩm tồi, đừng mua sản phẩm này",0
55454,chất lượng kém,0
5447,thực sự không hoạt động đúng sau vài ngày,0
135543,"Ngừng hoạt động sau 2 ngày, thậm chí đã cố gắng liên hệ với dịch vụ chăm sóc khách hàng 34 lần, thời gian chờ rất cao và ngay cả khi cuộc gọi được kết nối, nó cũng bị ngắt. Dịch vụ chăm sóc khách hàng rất kém, không ngờ đến điều này, trải nghiệm đầu tiên tồi tệ với sản phẩm.",0
54172,Sản phẩm tốt.,1
166534,Sản phẩm tốt,1
184377,"nhận được một món hàng bị hỏng, các bên cạnh rất nhỏ, tôi đã tự lắp đặt rất rất thất vọng về flipkart",0
193576,lựa chọn tốt,1
5205,sản phẩm kém,0
135501,Tiếng ồn rền từ động cơ làm khó chịu khi làm việc.,0
25670,"Đôi khi không kết nối wifi, nhưng nhìn chung là nhạc hay nhất, rất phù hợp cho phòng, mọi người thân thiện.",1
178595,chỉ đáng mua,1
129028,tốt nhất trong phân khúc giá này,1
144393,"rất tệ, đừng mua",0
72372,tuyệt vời,1
58597,chất lượng rất tốt và giá cả xứng đáng mua sắm,1
29662,nên mua nó,1
127617,"sức mạnh tuyệt vời, đáng giá cho đồng tiền",1
150461,thật tuyệt vời,1
204800,"Đáng giá tiền, nhưng bao bì quá cứng để xử lý.",1
43226,"chất lượng của vải kém, chỉ trong ngày đầu sử dụng đã xuất hiện chỉ và bọt, không được khuyên dùng",0
117751,số lượng tuyệt vời,1
180896,chất lượng tốt,1
27483,chất lượng kém,0
4785,sản phẩm tuyệt vời,1
108057,"sau khi mua hàng trong vòng một tháng, nó gặp vấn đề kết nối và ngắt kết nối tự động.",0
167823,rất tốt tôi thích nó,1
157672,"Xin hãy không mua sản phẩm này, họ sẽ cho bạn một số bộ phận bị hư hỏng mà không thể vừa khít và cũng không cho bạn trả lại sản phẩm này. Thậm chí sau khi yêu cầu thay thế, tôi vẫn không thể lắp ráp tất cả các bộ phận một cách hợp lý.",0
12249,"Tôi đã mua cái này vào tháng 9 và lắp đặt vào tháng 10. Nó hoạt động trong 2 tháng nhưng bây giờ máy hoạt động nhưng không làm sạch một dụng cụ nào. Lãng phí tiền, xin đừng mua cái này.",0
139060,không tốt,0
52233,không vừa vặn đúng cách và kích thước rất nhỏ khi so với kích thước thực tế,0
106490,sản phẩm rất kém,0
32038,nó hiển thị kết quả sai,0
170393,"Đó là một cái máy sưởi rất tệ, đã ngừng hoạt động trong vòng 1 tháng.",0
181078,"Luôn luôn, Milton Thermosteel là tốt nhất, giữ nóng hoặc lạnh tối thiểu 6 giờ.",1
154843,"chất lượng tốt trong tầm giá rẻ nhất, chất lượng xây dựng và chất lượng hoàn thiện đều tốt",1
162087,sản phẩm tốt,1
158424,tuyệt vời,1
3230,"1 về chất lượng xây dựng, OnePlus Bullets Wireless Z kém hơn gấp 10 lần so với cái này, giá cả giống nhau nhưng cái kia thoải mái hơn quanh cổ bạn, chất lượng thì tốt hơn rất nhiều, nhưng với cái này bạn sẽ không tìm thấy sự khác biệt giữa OnePlus và bất kỳ thương hiệu nào khác của neck band. 2 kết nối, tôi đã mua nó gần đây cách đây 2 ngày và tôi đã gặp vấn đề kết nối, sau khi tháo rời tai nghe này, nó lẽ ra phải tự động kết nối với điện thoại của bạn nhưng đôi khi nó không hoạt động.",0
176915,"Máy ép tuyệt vời, không gặp rắc rối, dễ vệ sinh, ép được hầu như mọi loại như củ dền, cà rốt, táo, cứ thoải mái mà sử dụng, cảm ơn Flipkart.",1
142244,tuyệt vời,1
67655,sản phẩm tuyệt vời,1
4731,osmm sản phẩm giá trị cho tiền tôi yêu nó,1
71560,không tệ,1
196163,sản phẩm tốt,1
50446,không tốt,0
59686,rất tốt,1
33455,Không tốt,0
145454,chất lượng tốt,1
117918,"lãng phí tiền, nó sẽ hoạt động trong 5 đến 7 ngày và sau đó sẽ không hoạt động",0
52364,sản phẩm đẹp,1
29490,đẹp,1
184082,chất lượng kém,0
126204,"Đừng mua hộp giải mã này, sản phẩm tồi tệ nhất.",0
5732,"sau 2 tháng sử dụng, phím chức năng không hoạt động, tôi đã cố gắng tăng âm lượng nhưng nó lại chuyển chế độ khiến tôi rất khó chịu.",0
7498,không kết nối wifi,0
30776,tốt,1
83464,"Tôi viết đánh giá này sau 3 tháng sử dụng. Nếu bạn đang đọc đánh giá này, tôi muốn yêu cầu bạn xem xét các điểm dưới đây: 
1. Thời gian sử dụng pin của sản phẩm này rất kém, 3 giờ với chế độ tiết kiệm pin bật và mất nhiều thời gian để sạc.
2. Hệ thống âm thanh rất rất rất kém, người dùng không thể nghe được ngay cả ở mức âm thanh tối đa.
3. Chất lượng built của sản phẩm này không đạt yêu cầu, được làm bằng vỏ nhựa, bạn cần phải xử lý nó rất cẩn thận.",0
188083,không tốt,0
76943,không tốt như giá cả,0
22451,"tốc độ tuyệt vời, chúng tôi đã sử dụng quạt được 5 tháng.",1
77662,"Tôi không muốn viết đánh giá cho sản phẩm này nhưng muốn cảnh báo những khách hàng khác muốn mua bàn phím chơi game giá rẻ. Tôi đã nhận được sản phẩm đã được sửa chữa, trong đó có 2 phím không hoạt động và ký tự 'w' bị mờ. Cũng có 2 vít của khung nhôm bị thiếu. Tôi đã thay thế sản phẩm và Flipkart đã cung cấp cho tôi một cái mới hoàn toàn. Tôi rất vui lúc đầu nhưng sau đó sản phẩm này khiến tôi thất vọng chỉ sau 10 ngày. Phím enter của nó không hoạt động trừ khi bạn gõ mạnh, còn phím back thì... rồi lớp phủ trên các phím.",0
10945,sản phẩm có chất lượng thấp,0
1285,"Tổng thể, sản phẩm NYC hãy thử đi.",1
100333,tệ nhất không được sạc,0
187085,Bao bì rất kém.,0
191063,sản phẩm tốt,1
138600,"không có mùi, chỉ có thể dùng để trang trí",0
36080,Tôi thích nước hoa này.,1
32370,sản phẩm tồi tệ nhất và lãng phí tiền bạc,0
157802,"Đừng bao giờ mua cái này, tôi bị kẹt sau khi mua nó. Tôi đã cố gắng trả lại nhưng không có tác dụng vì họ sẽ không hoàn tiền. Về chất liệu, nó có chất lượng tồi tệ nhất, ống thì mảnh hơn cả ngón tay của bạn, không thể đặt vào các khe đúng cách và không biết nó có thể chịu tải như đã nói hay không. Về chất liệu vải, tốt hơn nên sử dụng giấy vẽ. Sẽ mất rất nhiều thời gian để lắp ráp nó. Gợi ý cá nhân của tôi, xin đừng đi theo cái này, hoàn toàn lãng phí tiền bạc.",0
102208,"Mua hộp mực đen trên nhưng khi lắp vào máy in thì nó báo là hết mực, nó thậm chí in rất nhạt.",0
143028,sản phẩm kém chất lượng,0
21392,"sản phẩm tốt được giao 2 ngày trước ngày dự kiến, đóng gói sản phẩm không tốt",1
199834,rất đẹp,1
46740,Tuyệt vời như mong đợi.,1
152260,sản phẩm tốt nhưng ánh sáng xuyên qua nó,1
148584,sản phẩm rất đẹp,1
107249,giá rẻ chất lượng tồi tệ nhất,0
178934,bàn thì thấp,0
172335,"không phải sóng sine thuần khiết, vấn đề tiếng ồn",0
163451,Màu sắc của nó không đẹp.,0
74549,"Không tốt, nó cũng không có săm.",0
158232,"rất tốt, dễ cài đặt, dễ mang theo, giá trị tiền bạc",1
57146,tốt,1
90240,tuyệt vời,1
59944,sản phẩm tốt,1
99347,không tệ,1
126553,trải nghiệm tồi tệ wifi không hoạt động sau một tháng,0
136961,chỉ số AQI thực không chính xác,0
33186,Âm thanh không tốt.,0
74044,sản phẩm không tốt,0
113565,rất tốt,1
8285,nó hoạt động tốt thực sự là một sản phẩm rất tốt,1
61081,tuyệt vời,1
186843,chỉ tốt,1
45049,sản phẩm rất đẹp,1
131432,sản phẩm tồi tệ nhất,0
171523,Nó không hoạt động.,0
1646,"Bằng cách nào đó, khả năng làm mát của nó không tốt lắm, còn lại thì tốt.",0
56182,chất lượng vật liệu không tốt,0
53965,"tuyệt vời, tôi thích nó",1
22181,chất liệu tốt nhất và sản phẩm rất tốt,1
40470,"sản phẩm này rất tốt và bao bì rất đẹp, tôi thích nó",1
104197,Chỉ cần làm thôi.,1
123222,chất lượng tốt,1
45463,sản phẩm tốt,1
2984,kết nối không tốt,0
51674,chất lượng không tốt,0
198457,siêu,1
142893,chất liệu rất kém,0
97375,"Trải nghiệm đầu tiên của tôi khi mua otg trên flipkart thật tuyệt vời. Đóng gói tốt và tôi đã sử dụng nó được 1 tuần rồi. Tôi đã làm bánh, bánh quy, bánh cupcake, gà chiên, kebab khô, pizza, mì pasta phô mai. Chồng và bọn trẻ rất vui. Tôi còn nhiều kế hoạch để nấu nướng thêm nữa, haha. Vì vậy, đừng suy nghĩ hai lần, hãy làm theo nhé bạn bè, với giá 2449, bạn không thể tìm thấy một chiếc otg như thế này ở bất kỳ đâu khác.",1
197059,sản phẩm đẹp tôi rất hài lòng,1
122412,sản phẩm hợp lý trong mức giá này,1
18755,sản phẩm đáp ứng nhu cầu của tôi,1
143236,tốt,1
127553,món đồ đẹp,1
41616,tốt,1
114703,"Như thường lệ, dịch vụ xuất sắc từ đối tác logistics flip cart ekart, giao hàng vào ngày hôm sau trong mùa mưa lớn và lắp đặt vào ngày thứ ba một cách dễ dàng về sản phẩm mi 4a pro xuất sắc với giá cả hợp lý, thao tác thân thiện với người dùng, các tính năng tuyệt vời, giá trị cho tiền bạc.",1
146769,cuốn sách hay nhất,1
182769,sản phẩm tuyệt vời,1
82186,"viên nang rất tệ, không thích cái này",0
146770,Cuốn sách tuyệt vời với sự hiểu biết ngắn gọn và rõ ràng về mọi chủ đề. Mọi chủ đề được đề cập trong chương trình địa lý Ấn Độ đã được đề cập một cách đầy đủ. Cảm ơn đội ngũ Study IQ.,1
29274,"Nó tốt, rất tối.",1
107475,không phải tất cả đều hoạt động tốt,0
74194,"đây không phải là một quả bóng đá mà là một quả bóng rổ. Lớp vỏ bên ngoài rất cứng, độ nảy cao, vì vậy khi bạn đá nó sẽ cảm giác như bạn đã đá một quả bóng rổ cứng. Hình in đã biến mất chỉ sau 2 ngày, vì vậy nó không đáng tiền chút nào. Tôi khuyên các bạn đừng mua cái này, thay vào đó hãy chọn một cái đắt hơn một chút nhưng tốt từ những thương hiệu uy tín như Nike hoặc Adidas.",0
161267,sản phẩm rất tệ,0
176568,không tốt lắm,0
8630,rất thất vọng,0
111483,sản phẩm giường,0
54313,sản phẩm tốt,1
193919,tuyệt quá,1
39805,rất hữu ích cho em bé của chúng tôi,1
186362,sản phẩm tốt,1
34425,"Đã thử lần đầu tiên, thực sự thích nó, nó có mùi xạ hương và gỗ đàn hương, điều này tốt cho một sản phẩm unisex.",1
51204,sản phẩm rất tệ,0
115786,"Nguồn đầu vào HDMI hầu hết chỉ có âm thanh, âm thanh Bluetooth rất ồn. Đã gửi yêu cầu đổi hàng.",0
45907,sản phẩm tốt,1
146251,tệ,0
49910,tệ,0
137775,"Tôi vừa nhận được sản phẩm vào ngày hôm qua nên vẫn hơi sớm để có đánh giá về sản phẩm, nhưng con dấu của hộp đã bị mở và vì vậy tôi không có cách nào để biết liệu một sản phẩm đã qua sử dụng được gửi hay bộ lọc đã được thay thế, do đó tôi hơi lo lắng sẽ yêu cầu một sản phẩm thay thế.",0
124371,Sản phẩm rất tuyệt nhưng vấn đề là đôi khi âm thanh bắt đầu bị nứt khi kết nối qua bluetooth và đây là vấn đề thường xuyên mà tôi gặp phải sau khi sử dụng nó hơn 6 tháng nay và để nói thêm thì kết nối trực tiếp qua cáp aux thì hoàn toàn mượt mà.,0
28095,"rất thoải mái, tốt cho công trường xây dựng, có thể tham gia cả tiệc tùng cũng mặc với quần jeans",1
118707,tệ,0
127826,"Nóng lên nhanh chóng và hơi ồn khi sử dụng, di động và hữu ích cho các khu vực góc.",0
81955,rất tệ,0
23910,sản phẩm rất tốtdịch vụ tốtcảm ơn flipkart,1
177604,sản phẩm tốt,1
110103,tuyệt vời,1
153762,sản phẩm tuyệt vời,1
87406,chất lượng siêu tuyệt,1
50587,tốt,1
133389,cần mua,1
37033,faltu rất tệ,0
105754,tốt,1
33067,"chất lượng tuyệt vời, amply tốt nhất trong xe hơi",1
157259,"sản phẩm rất kém, lãng phí tiền bạc",0
123655,"Đóng gói và chất lượng sản phẩm thì ok nhưng dịch vụ giao hàng thì hoàn toàn thất vọng, họ không đưa ra phản hồi đúng đắn. Đây là lần thứ hai tôi gặp phải vấn đề giao hàng này. Dịch vụ khách hàng của bạn cũng rất tệ. Đây là đơn hàng cuối cùng của tôi trên Flipkart, tôi sẽ không chọn Flipkart nữa.",0
10261,"Tôi đã nhận được sản phẩm đã bị hư hại, tôi không hài lòng.",0
67286,sản phẩm rất tệ,0
159444,kệ sách này được thiết kế tốt tôi thích sản phẩm này nhưng chất lượng không như mong đợi một sản phẩm bình thường tôi hài lòng với sản phẩm này nên mua cho những ai có ngân sách quá chặt chẽ rất được khuyến nghị,1
82494,sản phẩm kém,0
164989,sản phẩm tốt,1
127904,một sản phẩm tiện ích tốt để có việc lau chùi xe trở nên rất dễ dàng,1
71271,sản phẩm xuất sắc,1
7637,"Bao bì đẹp và thời gian giao hàng tối thiểu cho hàng hóa, tôi đã có một món hời thật không thể tin được so với các trang web khác.",1
52201,sản phẩm này rất tệ và vải chất lượng kém,0
117504,sản phẩm NYC,1
76542,chất lượng rất kém,0
148254,chất lượng kém,0
126562,Wi-Fi không hoạt động đúng cách và cả Tubi Cast cũng không hoạt động.,0
192059,nút không hoạt động,0
32944,"chất lượng sản phẩm rất tồi, dây của mic rất lỏng, nó hỏng rất nhanh.",0
68290,"Chất lượng hoàn thiện tổng thể tốt, tôi đã sử dụng sản phẩm này trong 6 tháng qua và không gặp vấn đề gì.",1
18806,tốc độ rất chậm tôi không hài lòng với sản phẩm này,0
178187,không hài lòng,0
115959,"Viết comment sau 2 năm vì hôm nay nó tự ngừng hoạt động, màn hình dừng hoạt động sau một vài phút bật lên.",0
123854,tuyệt vời,1
194011,sản phẩm rất đẹp,1
5631,"Loa bluetooth này không tốt cho cuộc gọi hội nghị nếu wifi được kết nối với di động và loa bluetooth cùng một lúc. Khoảng cách càng xa điểm phát sóng thì âm thanh càng kém rõ ràng. Pin không tốt lắm nhưng cũng được. Loa 16 w nhưng âm thanh không tương xứng với 16 w, chỉ bằng 8 w thôi.",1
12136,giao hàng nhanh sản phẩm đẹp lắp đặt xong trong cùng ngày giao hàng dịch vụ khách hàng tuyệt vời,1
115164,"Cá nhân tôi thấy trong tầm giá này, đây là chiếc TV tốt nhất mà tôi từng thấy. Tất cả các tính năng đều tốt ngoại trừ tốc độ làm tươi 60Hz. Ngoại trừ điều đó, Mi 4A Android TV 43 inch là tốt nhất.",1
32669,"Trải nghiệm vượt xa mong đợi, đây là hệ thống âm thanh tốt nhất trong tầm giá này. Chất lượng âm thanh gần giống như cái tôi đã có trong xe từ Pioneer. Chỉ điều duy nhất tôi không thích là núm điều chỉnh âm lượng đa chức năng.",1
103059,"Mặc dù HP bán sản phẩm máy in với giá hợp lý nhưng họ khá thông minh khi lấy tiền của người dùng. Hộp mực không thể có giá cao như được bán bởi HP và bây giờ họ đã tăng giá sản phẩm này từ 475 INR lên 527 INR tại cửa hàng trực tuyến của HP. Cảm ơn Flipkart đã cung cấp sản phẩm này với giá 470 INR, vì vậy tôi muốn các bạn tìm kiếm các lựa chọn thay thế thay vì mua sản phẩm đắt đỏ như vậy.",0
159795,thực sự đáng giá,1
40591,sản phẩm rất tốt,1
204087,bộ đẹp,1
108449,Tôi đang gặp sự cố mạng với sản phẩm này.,0
11196,"Giá quá cao, chất lượng quá kém, tôi không thích điều đó.",0
35712,sản phẩm tốt,1
125068,"Wow, sản phẩm tuyệt vời, nó nhìn như một chiếc tivi bình thường nhưng là tivi LED thông minh. Tôi hài lòng với sản phẩm này.",1
85192,"1 laptop thì tốt nhưng hơi nặng 2 pin rất kém, chơi game sniper ghost contract 2 khó mà được một giờ 3 duyệt web tối đa 3 giờ pin 4 sạc hơi nhanh 5 đừng cập nhật windows 11 rất khó chịu 6 loa trên trung bình 7 giao dịch tốt với 55k",0
109978,"Tốc độ chỉ không đáp ứng được mong đợi của tôi, còn lại là sản phẩm rất nice, hiện đang hoạt động tốt, hãy thử đi.",1
49568,chất lượng kém,0
168055,rất đẹp,1
197044,chất lượng rất kém,0
39776,thực sự đáng giá tiền sản phẩm tốt nhất để tặng quà,1
25191,"Nó giống hệt như Google Home Mini, không có gì khác biệt nhiều.",0
57864,không tốt,0
150504,chất lượng kém giao hàng kém,0
32355,"đừng mua sản phẩm này, không hoạt động",0
25317,không tốt không dễ sử dụng,0
13396,chất lượng giường,0
100825,cổng sạc không tương thích chỉ với loại c,0
108490,một trong những bộ định tuyến băng tần kép tốt nhất mà bạn có thể có với giá này,1
158810,ống chất lượng thấp,0
46452,tốt,1
157873,tốt đẹp,1
10682,sản phẩm thoải mái tốt,1
116759,rất kém sản phẩm này rất kém,0
15399,tốt,1
107110,"lãng phí tiền bạc vì con trai tôi rất buồn vì chiếc trực thăng bay qua và nó không quay lại, điều khiển từ xa không tốt vì nó không hoạt động.",0
199141,thất vọng rẻ tiền,0
97082,rất tốt,1
8128,"ống khói tuyệt vời nhưng cảm biến chuyển động hoạt động từ thấp đến cao tức là từ trái sang phải nhưng chúng tôi không thể sử dụng cảm biến chuyển động từ cao đến thấp, chúng tôi chỉ có thể tắt.",0
191783,"một trong những sản phẩm tệ nhất, hãy đừng bao giờ mua nó",0
78946,"sau 4 tháng, cò bên trái ngừng hoạt động, cò chất lượng rất kém, xin đừng mua.",0
86768,sản phẩm tốt nhất,1
173735,sản phẩm tốt,1
9326,"Đóng gói đẹp và sản phẩm tốt. Làm tốt lắm, Flipkart!",1
172513,không tốt,0
