,data,label
195434,Sản phẩm xuất sắc 1 dễ lắp ráp 2 chất lượng xây dựng tốt 3 nhìn đẹp 4 đi kèm với ghế tồi tệ,1
158585,nhựa và kim loại chất lượng thấp,0
152078,"sản phẩm rác, đừng mua",0
90700,rất tệ,0
118848,sản phẩm hạng ba không mua hdmi không kết nối arc,0
124522,không phải là một ý tưởng tốt để mua cái này,0
154330,sản phẩm tốt cho số tiền này và kích thước đầy đủ và phí tươi mới,1
144728,đáng giá tiền,1
61593,"Chất liệu không có chất lượng tốt lắm và hoàn thiện bên trong không được thực hiện, tất cả các đường chỉ đều nhìn thấy. Phần xích của tay cầm thì nhỏ và phần da của tay cầm thì lớn, điều này khác với hình ảnh đã được trình bày.",0
109013,Phạm vi tín hiệu wifi không tốt.,0
1996,tốt,1
37053,"Nếu bạn là người mới bắt đầu thì cũng được, chất lượng nhãn dán rất tệ.",0
37118,Nó tốt nhưng tệ trong việc đi đường.,0
47251,ngân sách đầy đủ tốt đẹp,1
184396,"chất lượng thật kém, nó thậm chí không có độ bóng như hình ảnh đã hiển thị",0
124937,"sản phẩm tồi tệ nhất, mỗi lần tôi phải kết nối mạng bằng tay và luôn hiện thông báo không có internet.",0
166795,"Đây là một súng hàn tốt, chất lượng rất tốt, nó nóng nhanh và hoạt động tốt. Nó đi kèm với tất cả các phụ kiện cần thiết như dây hàn, chất trợ hàn, đồng hồ kiểm tra, giá đỡ, v.v. Rất dễ và an toàn khi sử dụng.",1
177508,rất rất chất lượng sản phẩm không bao giờ mua cái này,0
192010,tuyệt vời,1
203215,"sản phẩm tốt, đóng gói đẹp, tôi thích nó",1
35687,không có mùi thơm tốt,0
7005,Sản phẩm tốt nhất cho người mới bắt đầu dưới 19k.,1
119425,yêu thích nó,1
107956,bộ định tuyến rất tốt,1
54448,chất lượng và đường may kém chất lượng,0
175451,bàn ủi đẹp tôi yêu nó tôi nghĩ bajaj là công ty tốt nhất không có công ty nào khác,1
148235,sản phẩm rất tệ đừng mua nó,0
157971,quá kém như trong hình không phù hợp cho sách,0
88041,sản phẩm rất tốt,1
97284,không tốt,0
78725,"Điều này sẽ là 10 nếu có nhiều bộ nhớ hơn. Chơi các trò chơi AAA nặng đồ họa đôi khi có thể gặp khó khăn nếu quá nhiều ứng dụng đang mở. Tôi khuyên bạn nên nâng cấp bộ nhớ lên 16 GB để có hiệu suất tốt hơn. Ngoài vấn đề nhỏ này, laptop hoạt động tốt.",1
86353,"đừng mua, lãng phí tiền lãng phí sản phẩm",0
70232,"Kinh nghiệm tồi tệ nhất từ trước đến nay, ghế bị tháo rời và phanh không hoạt động, kinh nghiệm rất tồi tệ trong quá trình lắp đặt, người lắp đặt luôn bảo phải sửa mọi thứ từ bên ngoài, vậy tại sao công ty lại cung cấp dịch vụ lắp đặt miễn phí như vậy nếu mọi thứ đều phải được sửa từ bên ngoài. Tôi khuyên rằng xin đừng mua chiếc xe đạp này hoặc nếu bạn mua, xin hãy kiểm tra kỹ lưỡng sau khi lắp đặt, nếu không bạn sẽ gặp phải vấn đề giống như tôi.",0
144938,Giá trị tốt cho tiền bạc.,1
27165,tệ,0
139131,mảnh hư hỏng,0
39335,wast,0
11141,chất lượng tốt của sản phẩm này rất hữu ích sản phẩm này,1
75628,không tốt,0
204439,Kích thước của bát thì quá nhỏ.,0
55590,chất lượng vật liệu không tốt,0
31849,"không có chất lỏng trong chai mà chúng tôi cần đặt bông thấm, lãng phí tiền bạc",0
123395,đáng giá cho giá trị,1
82484,tốt,1
10300,quả bóng đẹp,1
106042,sản phẩm tệ nhất,0
23500,trải nghiệm rất tệ không hoạt động đúng sau 1 năm không có phản hồi từ công ty đừng mua sản phẩm rất tệ không có dịch vụ sau khi bạn mua tôi đã sửa nhiều lần ở địa phương nhưng vẫn không hoạt động đúng tôi có máy chế biến thực phẩm glain nó hoạt động rất tốt lên đến 7 năm nhưng cái bajaj này chỉ 1 năm,0
168709,độ sáng rất thấp,0
183570,tuyệt vời,1
109007,tốt nhất và tốt hơn,1
93643,mạnh mẽ,1
26785,xuất sắc,1
132367,"Sau khi sử dụng trong hai tháng, máy nước nóng geyeser phát ra âm thanh bất thường, tệ hơn là số điện thoại chăm sóc khách hàng của bajaj không hoạt động.",0
86844,"Sản phẩm rất tốt, hoạt động mượt mà, được giao đúng thời gian mà không bị hư hại. Cảm ơn Flipkart.",1
197023,tốt osm,1
1149,tốt đẹp,1
11500,chất lượng kém,0
97860,sản phẩm tuyệt vời,1
191062,sản phẩm chất lượng rất tốt nhất,1
115856,sản phẩm là tốt nhưng việc lắp đặt và giao hàng của sản phẩm không tốt bởi flipkart,0
159866,trải nghiệm tồi tệ với sản phẩm này,0
105766,sản phẩm tốt nhưng công suất của xe yếu,0
34205,không hoạt động,0
178425,Sản phẩm đẹp,1
78110,"mua sắm thật tuyệt vời, xứng đáng từng xu, chắc chắn nên chọn nó",1
48448,không vừa,0
27421,chất lượng kém,0
120164,không xứng với tiền bạc,0
13269,sản phẩm bị hỏng nước rò rỉ bên dưới đừng mua sản phẩm này,0
199943,"những món đồ rất đẹp, khách hàng thích bộ này, bao bì cũng tốt, cảm ơn flipkart.",1
33007,sản phẩm tệ nhất,0
75764,rác thải,0
35767,sản phẩm tốt mùi hương lâu dài,1
14813,không tốt,0
102749,"chất lượng rất tệ, bản sao rất mờ nhạt",0
177759,sản phẩm tốt,1
107110,"lãng phí tiền bạc vì con trai tôi rất buồn vì chiếc trực thăng bay qua và nó không quay lại, điều khiển từ xa không tốt vì nó không hoạt động.",0
33311,"Đây là sản phẩm hạng 3, chất lượng kém, hoàn thiện tồi. Tôi viết đánh giá này sau hơn 1 tuần sử dụng. Thực sự đây là sản phẩm có giá trị 10 rs, ngay cả hình dạng cũng không tròn đúng.",0
141195,tốt,1
113164,chất lượng rất kém,0
160661,tốt đẹp,1
126203,sản phẩm tệ nhất trên flipkart,0
16016,sản phẩm tốt,1
126025,rất đẹp,1
12529,sản phẩm rất tốt,1
172584,người đầu tư tốt,1
35502,nước hoa envy thật tuyệt vời,1
1124,sản phẩm này không tốt,0
106374,xấu,0
963,Làm mát thì ổn nhưng có mùi quá khó chịu.,0
5552,sản phẩm rất tệ,0
55563,không tốt,0
158818,sản phẩm trung bình không tốt lắm,0
51999,thất vọng,0
55284,osm,1
32951,"ghét nó, sản phẩm rất tệ",0
74956,tốt,1
138469,quá mỏng,0
95838,không tốt,0
151450,"Chất liệu tốt, dễ mặc, thoải mái, giá trị đồng tiền, tôi sẽ gợi ý mua nó.",1
168141,rất tệ,0
97986,sản phẩm rất tốt,1
88793,"Nhà bếp của chúng tôi có thành viên mới, thật vui khi có điều này với sự tin tưởng của Bajaj và Flipkart mang lại sản phẩm tốt với giá tuyệt vời, chúng tôi đã mua cái này với giá 1599.",1
112408,hình ảnh tuyệt vời,1
73097,Sản phẩm tuyệt vời và tốt hơn so với thị trường.,1
31795,sản phẩm tốt,1
145008,đáng giá tiền,1
131090,"Đánh giá sau khi sử dụng 1 tháng. Công ty đầu tiên chỉ cung cấp bình nước nóng, ngoài ra tất cả đều tính phí như: ống, chốt, kết nối bồn rửa. Nói chung, nếu có thể, nên mua trực tiếp, sản phẩm cùng loại có giá rẻ hơn và cũng miễn phí lắp đặt.",0
106820,"Sản phẩm đẹp, sản phẩm rất tốt.",1
102046,Giá cả quá đắt.,0
2460,"tai nghe tốt nhất mà tôi từng sử dụng, bass cực đỉnh, chất lượng âm thanh tốt và kết nối tuyệt vời, rất phù hợp cho việc chơi pubg, tôi rất thích nó. Một điều tuyệt vời nữa là thời gian sử dụng pin của nó, bạn hãy tin tôi, tôi đã sử dụng nó trong 5 ngày, trung bình 56 giờ mỗi ngày và đến giờ vẫn còn 60 phần trăm pin.",1
57003,"vải rất đẹp, đáng giá từng xu, rất mềm mại và thoải mái",1
155847,tốt,1
27380,đế dưới không tốt lãng phí tiền bạc,0
56917,"Chất liệu không tệ, nó mềm và thoải mái nhưng quá nhiều cục lông xuất hiện từ đâu sau 3 hoặc 4 lần sử dụng.",1
91803,tốt đẹp,1
152494,không tốt,0
190771,chất lượng tốt đồng hồ rất đẹp tôi rất thích giá cả hợp lý và giao hàng nhanh cảm ơn flipkart,1
121787,sản phẩm rất tốt thực sự tuyệt vời đây là một trong những thiết bị tốt nhất mà tôi đã sử dụng của apple hoàn toàn được khuyến nghị,1
61406,chất lượng giường,0
201059,sản phẩm rất nhỏ,0
77225,"chất lượng kém sau 2 tuần sử dụng, da nhân tạo bị bong tróc",0
99386,sản phẩm rất đẹp và tiết kiệm tiền,1
182574,hạt giống trong tình trạng tốt nhưng một gói bị hư hại nhưng chất lượng tốt,1
24929,sản phẩm tốt với giá cả hợp lý,1
28561,tốt,1
21495,nicc rồi cảm ơn flikeart,1
3018,chất lượng tốt,1
38211,rất đẹp,1
184989,tốt,1
41908,hoàn thiện nhạt nhẽo,0
49205,tốt nhất trong phân khúc giá này,1
203856,rất nhỏ,0
10479,sản phẩm chất lượng thấp,0
134659,sản phẩm rất đẹp,1
51127,màu đen không đẹp mắt,0
6088,máy ảnh đẹp,1
169551,đơn giản và nhẹ nhàng,1
7936,cài đặt quá đắt đỏ,0
158441,rất đẹp,1
32837,không hoạt động,0
55850,Sự vừa vặn không hoàn hảo.,0
59298,tuyệt vời,1
14444,rất tệ,0
9133,Nhận được sản phẩm không hoạt động hút sau nhiều lần theo dõi trong khoảng một năm đã sửa được vấn đề.,0
83336,tốt,1
117425,lãng phí tiền bạc,0
74793,osm bóng đá,1
24734,Nó không kết nối đúng cách.,0
146556,cuốn sách tốt nhất cho sinh viên điều dưỡng,1
118901,"Chất lượng âm thanh trung bình, âm bass tuyệt vời, kết nối tốt, điều khiển từ xa không hoạt động tốt.",0
96996,Pin kém,0
130754,"Công suất làm nóng không tốt chút nào. Trước đây, tôi đã sử dụng bình nóng lạnh tức thì của Bajaj hơn 6 năm và rất hài lòng với trải nghiệm đó. Tôi đã đặt hàng lại sản phẩm tương tự từ Bajaj, nhưng lần này tôi không hài lòng với sản phẩm này. Nhiệt độ không lên ngay lập tức và công suất làm nóng rất thấp. Tổng thể, tôi không hài lòng với sản phẩm lần này.",0
189658,thẻ sd đẹp,1
14223,giá quá cao,0
190416,"Sau khi tôi mua chiếc đồng hồ này, tất cả bạn bè tôi đều nói đồng hồ trông rất đẹp, tôi rất hài lòng.",1
114232,"đừng mua, chất lượng rất kém",0
91984,"Sản phẩm đáng yêu, tôi thích nó.",1
83259,tốt đó,1
152550,về giá cả thì chất liệu rất tốt,1
52633,quần sooc đẹp,1
174455,không thể tạo ra nhiệt,0
156551,chất lượng tốt nhất,1
107277,rất tốt,1
145620,chất lượng không tốt cho sản phẩm này 500 là đủ giá quá cao,0
109372,"Đây là một máy may thời trang tốt với bàn đạp điện, tốt hơn nhiều so với máy may thủ công. Tôi đã mua nó làm bất ngờ cho mẹ tôi. Mẹ tôi sử dụng nó để làm áo ngủ, may váy mới, sửa lại váy, khâu các chỗ rách, khâu nút, làm lớp lót bên trong, làm rèm cửa và rất nhiều công dụng khác. Thời gian trôi qua thật thú vị và rất hấp dẫn cho các bà nội trợ thích làm gì đó trong thời gian rảnh. Nó thật sự tuyệt vời với giá này, giá trị tốt cho tiền từ thương hiệu tốt. Đừng chọn máy mini sile vì nó chỉ khoảng 1000 rupee.",1
148918,Tốt đẹp,1
177471,tốt,1
158668,"rất hữu ích và mạnh mẽ, tôi hài lòng",1
139436,tốt đẹp,1
139418,keo của ánh sáng không kéo dài lâu,0
172044,"Flipkart nên cải thiện chính sách đóng gói của mình, đóng gói hơi yếu hơn so với Amazon.",0
137782,không_cụ_thể,1
102057,sản phẩm tệ không hoạt động,0
113371,chất lượng hình ảnh tốt không có điểm tiêu cực góc nhìn âm thanh chất lượng tốt giá trị đồng tiền,1
183485,tệ,0
179768,tốt,1
204618,sản phẩm tốt nhưng kích thước đĩa nhỏ hơn mong đợi,1
31843,Kết quả bị lỗi.,0
121082,"đừng bao giờ mua ipad của apple vì nó có thao tác rất cồng kềnh, màn hình rất mờ, âm thanh tệ hại quên đi stereo, safari không mở được nhiều trang, bị nóng nếu chơi game, camera tệ, samsung galaxy tab thì tốt hơn nhiều và giá rẻ hơn",0
52758,"Sản phẩm tốt, thoải mái.",1
142324,kệ rất tốt,1
112825,sản phẩm chất lượng kém,0
184036,sản phẩm tốt,1
8359,"Lò sưởi này không thể hút hết khói từ bếp gas 3 lò, cái đồ rác rưởi mà tính năng nói rằng phù hợp cho 3 đến 4 bếp, tôi rất thất vọng với điều đó.",1
115223,"Đây là một sản phẩm tốt và đáng mua, nhẹ, hình ảnh rõ nét và dễ dàng sử dụng.",1
58986,sản phẩm tốt,1
152396,sản phẩm tốt,1
116076,giao tiếp tốt và công việc xuất sắc,1
40100,tuyệt vời,1
66743,tốt,1
179311,Sản phẩm chất lượng tốt.,1
172128,rất đẹp,1
82953,cảm ơn flipkart,1
105354,"Đồ chơi thật tuyệt vời so với giá cả, trông chắc chắn, nhiều màu sắc hấp dẫn và có chất liệu nhựa trông chất lượng tốt. Không cần pin hay điều khiển từ xa như đã viết trong mô tả, nó hoạt động dựa trên gia tốc bánh xe cả tiến và lùi, có thể xoay 360 độ và thực hiện một số pha biểu diễn. Bánh xe bằng cao su có độ bám tốt trên bất kỳ bề mặt nào. Giao hàng từ Flipkart nhanh chóng nhưng chất lượng bao bì carton kém khiến tôi thất vọng.",0
74949,rất tệ,0
13276,"Sản phẩm tuyệt vời, không cần phải phụ thuộc vào người giúp việc, quản lý nhà cửa theo ý mình, chất lượng giặt rất tốt, rất dễ sử dụng và giảm lượng nước sử dụng hơn một nửa. Giao hàng đúng hạn và sắp xếp buổi demo trong 2 ngày. Cảm ơn Flipkart vì giao hàng nhanh chóng và sắp xếp dịch vụ demo kết hợp lắp đặt. Tại thời điểm demo, để kết nối vòi, một bộ chuyển đổi 300 đồng cần phải trả, nếu không thì dịch vụ lắp đặt hoàn toàn miễn phí.",1
68954,rất tệ,0
81515,thật sự hiệu quả sanyasi ayurvedic chị gái tôi rất yếu và gầy sau khi sử dụng có kết quả tốt,0
31559,rất tệ,0
186747,đặt và vừa tồi tệ nhất,0
21035,"Một trong những trải nghiệm tồi tệ nhất, không bao giờ mong đợi điều này từ Bajaj, tốc độ quạt rất chậm, đừng mua nó.",0
161813,chất lượng kém,0
3705,sản phẩm tuyệt vời,1
89588,không hoạt động như og,0
136635,hoạt động tốt nhưng có nhiều việc dọn dẹp sau đó,1
59936,"chất lượng tốt, tôi hài lòng với sản phẩm",1
11282,rất kém faibar,0
73812,"bóng rất tốt với giá thấp, nó cứng như bóng rổ",1
86196,sản phẩm tuyệt vời chất lượng tốt,1
171160,rất tuyệt,1
119107,"chất lượng âm thanh thật tuyệt vời, cũng như thời gian sử dụng pin rất tốt và vẻ ngoài của loa cũng đẹp.",1
170175,"sản phẩm này hoạt động tốt, chỉ mất khoảng mười phút để nước nóng lên.",1
48479,"không tốt, chất lượng kém và bán các mảnh bị lỗi",0
123061,chất lượng kém,0
106574,wow,1
75650,chất lượng sandal thấp,0
45256,tốt,1
182783,"Tôi đã nhận tất cả hạt giống được đóng gói tốt với mọi chi tiết nhưng không chắc chúng sẽ nảy mầm hay không. Tôi sẽ thay đổi đánh giá của mình sau khi thấy chất lượng của cây. Dù sao thì đây cũng là hạt giống, và làm sao ai có thể đưa ra đánh giá mà không nhận được hoa.",0
20079,"Tôi đã tìm kiếm một ổ cứng ngoài trong vài ngày qua, ban đầu tôi nghĩ đến SSD nhưng vì không có nhiều sự khác biệt về giá giữa ổ SSD 500 gig và ổ HDD 15tb nên tôi đã chọn HDD và mua nó như một người dùng bình thường. Tốc độ mà tôi nhận được khá ấn tượng, gần 120 mbps. Trong thời gian học đại học, có hai ổ HDD được gợi ý nhiều nhất, một là Seagate và thứ hai là WD, vì vậy tôi không gặp khó khăn gì khi mua ổ HDD này và tôi hiện đang hài lòng với nó. Kết luận.",1
125178,không phải là sản phẩm hữu ích,0
158759,sản phẩm tốt,1
104782,mặt sau cho việc quá nhiệt,0
130559,"Chất lượng xây dựng không tốt như mong đợi, độ bền của nhựa hơi thấp.",0
130414,Sản phẩm của Haier rất tốt và mạnh mẽ.,1
78144,"Tốc độ tốt cho chiếc laptop này, giao dịch tuyệt vời với Flipkart.",1
182183,rất tệ số lượng thấp không mua cái này rất lừa đảo mỗi gói chỉ 123 hạt chỉ dưa hấu và đậu bắp v.v. nhiều gói khác rất thất vọng tôi không hài lòng,0
105230,tủ lạnh đổ mồ hôi từ bên trong sản phẩm kém chất lượng,0
45919,sản phẩm không tốt,0
128323,tốt,1
119094,"Yêu thích thanh âm này, pin tốt với công nghệ ghép nối nhanh và chất lượng âm thanh tuyệt vời cùng với bass mạnh mẽ.",1
167318,đây là sản phẩm xuất sắc với giá trị đồng tiền,1
9747,"sau 5 tháng sử dụng, nó hoạt động tốt",1
24114,"sản phẩm không tốt, vỏ bên ngoài bị hỏng",0
96799,nhìn đẹp,1
115658,"Sản phẩm nhận được bị hỏng, việc thay thế đã diễn ra sau 2 tuần gọi điện cho dịch vụ khách hàng hàng ngày. Phản hồi tồi tệ từ Flipkart và Mi, tôi rất khó chịu với dịch vụ của Flipkart, không bao giờ mong đợi điều này từ Flipkart. Tôi khuyên bạn nếu có kiên nhẫn thì chỉ nên mua tại Flipkart.",0
158203,"Chi phí cho vật liệu này là cao, nên rẻ hơn, không xứng đáng với mức giá đã mô tả.",0
135056,"Tôi đã mua cái máy xay này chỉ cách đây một tháng nhưng có rất nhiều vấn đề, không có phản hồi từ Butterfly, sản phẩm tệ nhất.",0
184214,sản phẩm rất rất xuất sắc,1
163619,sooper,1
103053,"Đây là một sản phẩm tốt để mua hộp mực chính hãng. Tôi luôn sử dụng các bộ phận chính hãng của HP. Tôi khuyên người mua không nên nạp lại hộp mực, chỉ cần nhấp và mua.",1
41222,sản phẩm rất tệ,0
87781,Có nhiều tiếng ồn phát ra khi máy đang hoạt động.,0
68200,không tốt,0
125635,remote không hoạt động sau 20 ngày sử dụng,0
150063,tốt đẹp,1
9162,deepan raj đã lắp đặt tốt và giải thích rõ ràng.,1
133356,"sản phẩm chất lượng rất tốt, tôi rất thích chất lượng nước",1
31422,chất lượng rất kém,0
199170,tốt và nặng ký,1
90970,Nó mất 25 giờ để sạc đầy.,0
106576,Đó là lãng phí tiền và không phải sản phẩm tốt.,0
15665,"cơ sở tôi nghĩ là đồ kém chất lượng, chúng ta có thể thấy các dây bên trong.",0
194749,"Sản phẩm có chất lượng tốt nhưng những người giao hàng thì quá lười biếng. Họ không muốn giao hàng đến địa chỉ giao hàng. Có vẻ như họ khá bận rộn, việc giao hàng được thực hiện trước một ngôi nhà khác. Tôi thấy có hành vi chế nhạo.",0
15248,"sản phẩm tệ nhất, xin đừng mua nó",0
90196,"trải nghiệm rất tồi tệ, bộ chuyển đổi không sạc nhanh khi tôi yêu cầu trả hàng thì flipkart từ chối yêu cầu của tôi.",0
189780,tuyệt vời,1
70161,không phải là xe đạp địa hình đừng mong đợi bánh lớn nhưng là một sản phẩm đáng giá với dịch vụ tốt cần cải thiện lắp đặt đúng cách,1
184623,rất tốt,1
626,"chất lượng tuyệt vời, khả năng làm mát rất tốt",1
23074,"Sản phẩm hoạt động tốt, bình thép lớn một chút hiệu quả để xay và tiếng ồn khá lớn khi sản phẩm hoạt động, đó là những ý kiến tiêu cực duy nhất. Ngoài ra, việc nhào bột rất tốt, dao làm khoai tây chiên tốt, xay nhuyễn cũng tốt, máy đánh trứng hoạt động tuyệt vời, bình làm nước ép hoạt động tốt, máy ép citrus cũng rất tốt. Chỉ có tiếng ồn và bình thép cỡ vừa là điểm tiêu cực.",0
59757,"Đồng hồ thật sự tốt nhưng kích thước mặt đồng hồ hơi nhỏ, đây là điểm duy nhất làm tôi thất vọng.",0
76061,sản phẩm tốt,1
135488,dễ sử dụng hoàn hảo cho gia đình nhỏ,1
114756,"Chất lượng hình ảnh không tốt ngay cả ở độ phân giải 1080, nó cũng trông như độ phân giải 480. Chất lượng hiển thị trung bình, không trông màu sắc ở độ phân giải 1080. Chúng ta nhận được các khối vuông. Màn hình hiển thị không mượt mà ở độ phân giải cao, không có âm thanh stereo.",0
145373,mềm mại và thoải mái cảm ơn flpkt,1
62423,Nó xuất sắc.,1
173516,tốt,1
32102,tốt,1
18826,"tốn tiền, sản phẩm vô dụng",0
204992,sản phẩm tốt,1
57822,tốt,1
106456,tốt,1
201631,kích thước rất nhỏ,0
114594,"Chất lượng âm thanh tuyệt vời và độ rõ nét siêu cao, âm thanh cũng rất tốt và lớn, tôi thực sự rất thích nó. Cảm ơn Flipkart, xứng đáng với số tiền bỏ ra.",1
54260,Vải đẹp 100% cotton nhưng không giống như hình ảnh.,0
111592,"giày chất lượng tồi tệ, ít lỗ đã bị rách ngay khi tôi buộc chặt lại.",0
32147,sản phẩm lỗi không có chất lỏng trong ống nghiệm,0
105084,Tôi rất hài lòng với sản phẩm này và cảm ơn Flipkart đã cung cấp cho tôi với giá tốt nhất.,1
131766,"Nó không tốt, tôi yêu cầu xin vui lòng không mua trực tuyến.",0
31277,tốt,1
78313,"laptop tốt nhất trong phân khúc giá này, hiệu suất và âm thanh rất tuyệt vời",1
4052,"Âm thanh và pin tuyệt vời, dưới 1000, loa tốt nhất, làm việc tốt Mivi.",1
91845,"Cấu trúc của cổ ngựa có chất lượng thấp, nó đã bị lung lay vì trọng lượng của điện thoại di động không có ốp. Giá đỡ điện thoại rất nhỏ và điện thoại vừa vặn mà không có ốp lưng. Đế và thân thì ổn định nhưng các bộ phận quan trọng nhất lại có cấu trúc yếu.",0
150045,"Nó giúp trong việc làm sạch các góc tường, một tay cầm dài được cung cấp làm cho việc sử dụng dễ dàng hơn.",1
36036,tuyệt vời,1
196895,"Đánh giá sau 15 ngày rất tốt, ánh sáng vừa bị hỏng trong lò vi sóng, nó bị nứt khi sử dụng, vật liệu cần phải cải thiện. Một đĩa nữa cũng bị nứt khi hâm nóng thức ăn trong lò vi sóng.",0
1690,"không như mong đợi, rất nhiều tiếng ồn và làm mát không khí kém, đôi khi động cơ bơm nước không hoạt động đúng cách và tự tắt.",0
